lat,lon,00:00Z 2026-09-19,00:00Z 2026-09-20
5.250542,102.93514,0.05000000074505806,0.10000000149011612
5.250542,102.96285,0.029999999329447746,0.07000000029802322
5.250542,102.99056,0.009999999776482582,0.029999999329447746
5.250542,103.01828,0.0,0.009999999776482582
5.250542,103.04599,0.0,0.009999999776482582
5.250542,103.07369,0.0,0.0
5.250542,103.10141,0.0,0.0
5.250542,103.12913,0.0,0.0
5.250542,103.15684,0.0,0.0
5.250542,103.18455,0.0,0.0
5.250542,103.212265,0.0,0.12999999523162842
5.250542,103.239975,0.0,0.6899999976158142
5.250542,103.267685,0.0,1.1299999952316284
5.250542,103.295395,0.0,1.2699999809265137
5.250542,103.32311,0.0,1.090000033378601
5.250542,103.35082,0.0,0.8799999952316284
5.250542,103.37853,0.0,0.6200000047683716
5.250542,103.40624,0.0,0.25
5.250542,103.43396,0.0,0.05999999865889549
5.250542,103.46167,0.0,0.009999999776482582
5.250542,103.48937,0.0,0.009999999776482582
5.250542,103.51709,0.0,0.0
5.250542,103.54481,0.0,0.0
5.250542,103.57252,0.0,0.0
5.250542,103.60023,0.0,0.0
5.250542,103.627945,0.0,0.0
5.250542,103.655655,0.0,0.0
5.250542,103.683365,0.0,0.0
5.250542,103.711075,0.0,0.05999999865889549
5.250542,103.73879,0.0,0.3100000023841858
5.250542,103.7665,0.0,0.41999998688697815
5.250542,103.79421,0.0,0.4000000059604645
5.250542,103.82192,0.0,0.25999999046325684
5.250542,103.84964,0.0,0.20000000298023224
5.250542,103.87735,0.0,0.15000000596046448
5.250542,103.90506,0.0,0.029999999329447746
5.250542,103.93277,0.0,0.0
5.250542,103.96049,0.0,0.0
5.250542,103.9882,0.0,0.0
5.250542,104.01591,0.0,0.0
5.250542,104.043625,0.019999999552965164,0.0
5.250542,104.071335,0.07999999821186066,0.0
5.250542,104.099045,0.10000000149011612,0.0
5.250542,104.126755,0.09000000357627869,0.0
5.250542,104.15447,0.029999999329447746,0.0
5.250542,104.18218,0.009999999776482582,0.0
5.250542,104.20989,0.0,0.029999999329447746
5.250542,104.2376,0.0,0.14000000059604645
